pos,live_clean,live_dirty
1873,1296,7684
1874,1296,7684
1875,1296,7684
1876,1296,7684
1877,1296,7684
1878,1152,7684
1879,1152,7684
1880,1152,6148
1881,1152,6148
1882,1152,6148
1883,1152,6148
1884,1008,6148
1885,1008,6148
1886,1008,6148
1887,1008,6148
1888,1008,6148
1889,864,6148
1890,864,6148
1891,864,6148
1892,864,6148
1893,864,6148
1894,720,6148
1895,720,6148
1896,720,6148
1897,720,6148
1898,720,6148
1899,576,6148
1900,576,6148
1901,576,4612
1902,576,4612
1903,576,4612
1904,576,4612
1905,432,4612
1906,432,4612
1907,432,4228
1908,432,4228
1909,432,4228
1910,432,4228
1911,288,4228
1912,288,4228
1913,288,3844
1914,288,3844
1915,288,3844
1916,288,3844
1917,144,3844
1918,144,3844
1919,144,3460
1920,144,3460
1921,144,3460
1922,144,3460
1923,0,3460
1924,0,3460
1925,0,3076
1926,0,1540
1927,0,1540
1928,0,1924
1929,0,3460
1930,0,3844
1931,0,5380
1932,0,5764
1933,0,7300
1934,0,7684
1935,0,9220
1936,144,9220
1937,144,9220
1938,288,9220
1939,288,9220
1940,432,9220
1941,432,9220
1942,576,9220
1943,576,9220
1944,720,9220
1945,720,9220
1946,864,9220
1947,864,9220
1948,1008,9220
1949,1008,9220
1950,1152,9220
1951,1152,9220
1952,1296,9220
1953,1296,9220
1954,1440,9220
1955,1440,9220
1956,1584,9220
1957,1584,9220
1958,1728,9220
1959,1728,9220
1960,1872,9220
1961,1872,9220
1962,2016,9220
1963,2016,9220
1964,2160,9220
1965,2160,9220
1966,2304,9220
1967,2304,9220
1968,2304,9220
1969,2304,9220
1970,2160,9220
1971,2160,9220
1972,2160,9220
1973,2160,9220
1974,2160,9220
1975,2016,9220
1976,2016,9220
1977,2016,9220
1978,2016,9220
1979,2016,9220
1980,1872,9220
1981,1872,9220
1982,1872,9220
1983,1872,9220
1984,1872,9220
1985,1728,9220
1986,1728,9220
1987,1728,9219
1988,1728,7683
1989,1728,7683
1990,1728,7683
1991,1728,7683
1992,1584,7683
1993,1584,7683
1994,1584,7683
1995,1584,7683
1996,1584,7683
1997,1440,7683
1998,1440,7683
1999,1440,7683
2000,1440,7683
2001,1440,7683
2002,1296,7683
2003,1296,7683
2004,1296,7683
2005,1296,7683
2006,1296,7683
2007,1152,7683
2008,1152,7683
2009,1152,7682
2010,1152,6146
2011,1152,6146
2012,1152,6146
2013,1152,6146
2014,1008,6146
2015,1008,6146
2016,1008,6146
2017,1008,6146
2018,1008,6146
2019,864,6146
2020,864,6146
2021,864,6146
2022,864,6146
2023,864,6146
2024,720,6146
2025,720,6146
2026,720,6146
2027,720,6146
2028,720,6146
2029,576,6146
2030,576,6146
2031,576,6145
2032,576,4609
2033,576,4609
2034,576,4609
2035,576,4609
2036,432,4609
2037,432,4609
2038,432,4225
2039,432,4225
2040,432,4225
2041,432,4225
2042,288,4225
2043,288,4225
2044,288,3841
2045,288,3841
2046,288,3841
2047,288,3841
2048,144,3841
2049,144,3841
2050,144,3457
2051,144,3457
2052,144,3457
2053,144,3457
2054,0,3457
2055,0,3457
2056,0,3456
2057,0,3072
2058,0,1536
2059,0,1536
2060,0,2304
2061,0,3840
2062,0,4608
2063,0,6144
2064,0,6912
2065,0,8448
2066,0,9216
2067,0,10752
2068,144,10752
2069,144,10752
2070,288,10752
2071,288,10752
2072,432,10752
2073,432,10752
2074,576,10752
2075,576,10752
2076,720,10752
2077,720,10752
2078,864,10752
2079,864,10752
2080,1008,10752
2081,1008,10752
2082,1152,10752
2083,1152,10752
2084,1296,10752
2085,1296,10752
2086,1440,10752
2087,1440,10752
2088,1584,10752
2089,1584,10752
2090,1728,10752
2091,1728,10752
2092,1872,10752
2093,1872,10752
2094,2016,10752
2095,2016,10752
2096,2160,10752
2097,2160,10752
2098,2304,10752
2099,2304,10752
2100,2304,10752
2101,2304,10752
2102,2160,10752
2103,2160,10752
2104,2160,10752
2105,2160,10752
2106,2160,10752
2107,2016,10752
2108,2016,10752
2109,2016,10752
2110,2016,10752
2111,2016,10752
2112,1872,10752
2113,1872,10752
2114,1872,10752
2115,1872,10752
2116,1872,10752
2117,1728,10752
2118,1728,10752
2119,1728,9216
2120,1728,9216
2121,1728,9216
2122,1728,9216
2123,1584,9216
2124,1584,9216
2125,1584,9216
2126,1584,9216
2127,1584,9216
2128,1440,9216
2129,1440,9216
2130,1440,9216
2131,1440,9216
2132,1440,9216
2133,1296,9216
2134,1296,9216
2135,1296,9216
2136,1296,9216
2137,1296,9216
2138,1152,9216
2139,1152,9216
2140,1152,7680
2141,1152,7680
2142,1152,7680
2143,1152,7680
2144,1008,7680
2145,1008,7680
2146,1008,7680
2147,1008,7680
2148,1008,7680
2149,864,7680
2150,864,7680
2151,864,7680
2152,864,7680
2153,864,7680
2154,720,7680
2155,720,7680
2156,720,7680
2157,720,7680
2158,720,7680
2159,576,7680
2160,576,7680
2161,576,6144
2162,576,6144
2163,576,6144
2164,576,6144
2165,432,6144
2166,432,6144
2167,432,5760
2168,432,5760
2169,432,5760
2170,432,5760
2171,288,5760
2172,288,5760
2173,288,5376
2174,288,5376
2175,288,5376
2176,288,5376
2177,144,5376
2178,144,5376
2179,144,4992
2180,144,4992
2181,144,4992
2182,144,4992
2183,0,4992
2184,0,4992
2185,0,4608
2186,0,3072
2187,0,3072
2188,0,3840
2189,0,5376
2190,0,6144
2191,0,7680
2192,0,8448
2193,0,9984
2194,0,10752
2195,0,12288
2196,144,12288
2197,144,12288
2198,288,12288
2199,288,12288
2200,432,12288
2201,432,12288
2202,576,12288
2203,576,12288
2204,720,12288
2205,720,12288
2206,864,12288
2207,864,12288
2208,1008,12288
2209,1008,12288
2210,1152,12288
2211,1152,12288
2212,1296,12288
2213,1296,12288
2214,1440,12288
2215,1440,12288
2216,1584,12288
2217,1584,12288
2218,1728,12288
2219,1728,12288
2220,1872,12288
2221,1872,12288
2222,2016,12288
2223,2016,12288
2224,2160,12288
2225,2160,12288
2226,2304,12288
2227,2304,12288
2228,2304,12288
2229,2304,12288
2230,2160,12288
2231,2160,12288
2232,2160,12288
2233,2160,12288
2234,2160,12288
2235,2016,12288
2236,2016,12288
2237,2016,12288
2238,2016,12288
2239,2016,12288
2240,1872,12288
2241,1872,12288
2242,1872,12288
2243,1872,12288
2244,1872,12288
2245,1728,12288
2246,1728,12288
2247,1728,10752
2248,1728,10752
2249,1728,10752
2250,1728,10752
2251,1584,10752
2252,1584,10752
2253,1584,10752
2254,1584,10752
2255,1584,10752
2256,1440,10752
2257,1440,10752
2258,1440,10752
2259,1440,10752
2260,1440,10752
2261,1296,10752
2262,1296,10752
2263,1296,10752
2264,1296,10752
2265,1296,10752
2266,1152,10752
2267,1152,10752
2268,1152,9216
2269,1152,9216
2270,1152,9216
2271,1152,9216
2272,1008,9216
2273,1008,9216
2274,1008,9216
2275,1008,9216
2276,1008,9216
2277,864,9216
2278,864,9216
2279,864,9216
2280,864,9216
2281,864,9216
2282,720,9216
2283,720,9216
2284,720,9216
2285,720,9216
2286,720,9216
2287,576,9216
2288,576,9216
2289,576,7680
2290,576,7680
2291,576,7680
2292,576,7680
2293,432,7680
2294,432,7680
2295,432,6912
2296,432,6912
2297,432,6912
2298,432,6912
2299,288,6912
2300,288,6912
2301,288,6144
2302,288,6144
2303,288,6144
2304,288,6144
2305,144,6144
2306,144,6144
2307,144,5376
2308,144,5376
2309,144,5376
2310,144,5376
2311,0,5376
2312,0,5376
2313,0,4608
2314,0,3072
2315,0,3072
2316,0,3840
2317,0,5376
2318,0,6144
2319,0,7680
2320,0,8448
2321,0,9984
2322,0,10752
2323,0,12288
2324,144,12288
2325,144,12288
2326,288,12288
2327,288,12288
2328,432,12288
2329,432,12288
2330,576,12288
2331,576,12288
2332,720,12288
2333,720,12288
2334,864,12288
2335,864,12288
2336,1008,12288
2337,1008,12288
2338,1152,12288
2339,1152,12288
2340,1296,12288
2341,1296,12288
2342,1440,12288
2343,1440,12288
2344,1584,12288
2345,1584,12288
2346,1728,12288
2347,1728,12288
2348,1872,12288
2349,1872,12288
2350,2016,12288
2351,2016,12288
2352,2160,12288
2353,2160,12288
2354,2304,12288
2355,2304,12288
2356,2304,12288
2357,2304,12288
2358,2160,12288
2359,2160,12288
2360,2160,12288
2361,2160,12288
2362,2160,12288
2363,2016,12288
2364,2016,12288
2365,2016,12288
2366,2016,12288
2367,2016,12288
2368,1872,12288
2369,1872,12288
2370,1872,12288
2371,1872,12288
2372,1872,12288
2373,1728,12288
2374,1728,12288
2375,1728,10752
2376,1728,10752
2377,1728,10752
2378,1728,10752
2379,1584,10752
2380,1584,10752
2381,1584,10752
2382,1584,10752
2383,1584,10752
2384,1440,10752
2385,1440,10752
2386,1440,10752
2387,1440,10752
2388,1440,10752
2389,1296,10752
2390,1296,10752
2391,1296,10752
2392,1296,10752
2393,1296,10752
2394,1152,10752
2395,1152,10752
2396,1152,9216
2397,1152,9216
2398,1152,9216
2399,1152,9216
2400,1008,9216
2401,1008,9216
2402,1008,9216
2403,1008,9216
2404,1008,9216
2405,864,9216
2406,864,9216
2407,864,9216
2408,864,9216
2409,864,9216
2410,720,9216
2411,720,9216
2412,720,9216
2413,720,9216
2414,720,9216
2415,576,9216
2416,576,9216
2417,576,7680
2418,576,7680
2419,576,7680
2420,576,7680
2421,432,7680
2422,432,7680
2423,432,6912
2424,432,6912
2425,432,6912
2426,432,6912
2427,288,6912
2428,288,6912
2429,288,6144
2430,288,6144
2431,288,6144
2432,288,6144
2433,144,6144
2434,144,6144
2435,144,5376
2436,144,5376
2437,144,5376
2438,144,5376
2439,0,5376
2440,0,5376
2441,0,4608
2442,0,3072
2443,0,3072
2444,0,3840
2445,0,5376
2446,0,6144
2447,0,7680
2448,0,8448
2449,0,9984
2450,0,10752
2451,0,12288
2452,144,12288
2453,144,12288
2454,288,12288
2455,288,12288
2456,432,12288
2457,432,12288
2458,576,12288
2459,576,12288
2460,720,12288
2461,720,12288
2462,864,12288
2463,864,12288
2464,1008,12288
2465,1008,12288
2466,1152,12288
2467,1152,12288
2468,1296,12288
2469,1296,12288
2470,1440,12288
2471,1440,12288
2472,1584,12288
2473,1584,12288
2474,1728,12288
2475,1728,12288
2476,1872,12288
2477,1872,12288
2478,2016,12288
2479,2016,12288
2480,2160,12288
2481,2160,12288
2482,2304,12288
2483,2304,12288
2484,2304,12288
2485,2304,12288
2486,2160,12288
2487,2160,12288
2488,2160,12288
2489,2160,12288
2490,2160,12288
2491,2016,12288
2492,2016,12288
2493,2016,12288
2494,2016,12288
2495,2016,12288
2496,1872,12288
2497,1872,12288
2498,1872,12288
2499,1872,12288
2500,1872,12288
2501,1728,12288
2502,1728,12288
2503,1728,10752
2504,1728,10752
2505,1728,10752
2506,1728,9984
2507,1728,9984
2508,1728,9984
2509,1584,9984
2510,1584,9984
2511,1584,9984
2512,1584,9984
2513,1584,9984
2514,1440,9984
2515,1440,9984
2516,1440,9984
2517,1440,9984
2518,1440,9984
2519,1296,9984
2520,1296,9984
2521,1296,9984
2522,1296,9984
2523,1296,9984
2524,1152,9984
2525,1152,9984
2526,1152,8448
2527,1152,8448
2528,1152,8448
2529,1152,7680
2530,1152,7680
2531,1152,7680
2532,1008,7680
2533,1008,7680
2534,1008,7680
2535,1008,7680
2536,1008,7680
2537,864,7680
2538,864,7680
2539,864,7680
2540,864,7680
2541,864,7680
2542,720,7680
2543,720,7680
2544,720,7680
2545,720,7680
2546,720,7680
2547,576,7680
2548,576,7680
2549,576,6144
2550,576,6144
2551,576,6144
2552,576,5376
2553,576,5376
2554,576,5376
2555,432,5376
2556,432,5376
2557,432,4608
2558,432,4608
2559,432,4608
2560,432,4608
2561,288,4608
2562,288,4608
2563,288,3840
2564,288,3840
2565,288,3840
2566,288,3840
2567,144,3840
2568,144,3840
2569,144,3072
2570,144,3072
2571,144,3072
2572,144,3072
2573,0,3072
2574,0,3072
2575,0,2304
2576,0,768
2577,0,768
2578,0,768
2579,0,0
