pos,live_clean,live_dirty,live_total
1417,144,1832,1976
1418,144,1832,1976
1419,144,1832,1976
1420,144,1736,1880
1421,144,1736,1880
1422,144,1736,1880
1423,0,1736,1736
1424,0,1832,1832
1425,0,1832,1832
1426,0,1832,1832
1427,0,1448,1448
1428,0,1256,1256
1429,0,1160,1160
1430,144,1160,1304
1431,144,1160,1304
1432,288,1160,1448
1433,288,1160,1448
1434,432,1160,1592
1435,432,1160,1592
1436,576,1160,1736
1437,576,1160,1736
1438,720,1160,1880
1439,720,1160,1880
1440,864,1160,2024
1441,864,1160,2024
1442,1008,1160,2168
1443,1008,1160,2168
1444,1152,1160,2312
1445,1152,1160,2312
1446,1296,1160,2456
1447,1296,1160,2456
1448,1440,1160,2600
1449,1440,1160,2600
1450,1584,1160,2744
1451,1584,1160,2744
1452,1728,1160,2888
1453,1728,1160,2888
1454,1872,1160,3032
1455,1872,1160,3032
1456,2016,1160,3176
1457,2016,1160,3176
1458,2160,1160,3320
1459,2160,1160,3320
1460,2304,1160,3464
1461,2304,1160,3464
1462,2304,1160,3464
1463,2304,1160,3464
1464,2160,1160,3320
1465,2160,1544,3704
1466,2160,1544,3704
1467,2160,1544,3704
1468,2160,1544,3704
1469,2160,1544,3704
1470,2016,1544,3560
1471,2016,1544,3560
1472,2016,1544,3560
1473,2016,1544,3560
1474,2016,1544,3560
1475,1872,1544,3416
1476,1872,1544,3416
1477,1872,1544,3416
1478,1872,1544,3416
1479,1872,1544,3416
1480,1728,1544,3272
1481,1728,1736,3464
1482,1728,1736,3464
1483,1728,1736,3464
1484,1728,1352,3080
1485,1728,1351,3079
1486,1728,1351,3079
1487,1728,1351,3079
1488,1584,1351,2935
1489,1584,1735,3319
1490,1584,1735,3319
1491,1584,1735,3319
1492,1584,1735,3319
1493,1584,1735,3319
1494,1440,1735,3175
1495,1440,1735,3175
1496,1440,1735,3175
1497,1440,1735,3175
1498,1440,1735,3175
1499,1296,1735,3031
1500,1296,1735,3031
1501,1296,1735,3031
1502,1296,1735,3031
1503,1296,1735,3031
1504,1152,1735,2887
1505,1152,1927,3079
1506,1152,1927,3079
1507,1152,1927,3079
1508,1152,1543,2695
1509,1152,1542,2694
1510,1152,1542,2694
1511,1152,1542,2694
1512,1008,1542,2550
1513,1008,1926,2934
1514,1008,1926,2934
1515,1008,1926,2934
1516,1008,1926,2934
1517,1008,1926,2934
1518,864,1926,2790
1519,864,1926,2790
1520,864,1926,2790
1521,864,1926,2790
1522,864,1926,2790
1523,720,1926,2646
1524,720,1926,2646
1525,720,1926,2646
1526,720,1926,2646
1527,720,1926,2646
1528,576,1926,2502
1529,576,2118,2694
1530,576,2118,2694
1531,576,2118,2694
1532,576,1734,2310
1533,576,1733,2309
1534,576,1733,2309
1535,576,1733,2309
1536,432,1733,2165
1537,432,2117,2549
1538,432,2117,2549
1539,432,2117,2549
1540,432,2021,2453
1541,432,2021,2453
1542,432,2021,2453
1543,288,2021,2309
1544,288,2021,2309
1545,288,2021,2309
1546,288,1925,2213
1547,288,1925,2213
1548,288,1925,2213
1549,144,1925,2069
1550,144,1925,2069
1551,144,1925,2069
1552,144,1829,1973
1553,144,1829,1973
1554,144,1829,1973
1555,0,1829,1829
1556,0,2021,2021
1557,0,2021,2021
1558,0,2021,2021
1559,0,1637,1637
1560,0,1541,1541
1561,0,1540,1540
1562,64,1540,1604
1563,64,1540,1604
1564,64,1540,1604
1565,64,1540,1604
1566,0,1540,1540
1567,0,1732,1732
1568,0,1732,1732
1569,0,1732,1732
1570,64,1732,1796
1571,64,1732,1796
1572,64,1732,1796
1573,64,1732,1796
1574,0,1732,1732
1575,0,1924,1924
1576,0,1924,1924
1577,0,1924,1924
1578,64,1924,1988
1579,64,1924,1988
1580,64,1924,1988
1581,64,1924,1988
1582,0,1924,1924
1583,0,2116,2116
1584,0,2116,2116
1585,0,2116,2116
1586,64,2116,2180
1587,64,2116,2180
1588,64,2116,2180
1589,64,2116,2180
1590,0,2116,2116
1591,0,2308,2308
1592,0,2308,2308
1593,0,2308,2308
1594,64,2308,2372
1595,64,2308,2372
1596,64,2308,2372
1597,64,2308,2372
1598,0,2308,2308
1599,0,2500,2500
1600,0,2500,2500
1601,0,2500,2500
1602,64,2500,2564
1603,64,2500,2564
1604,64,2500,2564
1605,64,2500,2564
1606,0,2500,2500
1607,0,2692,2692
1608,0,2692,2692
1609,0,2692,2692
1610,64,2692,2756
1611,64,2692,2756
1612,64,2692,2756
1613,64,2692,2756
1614,0,2692,2692
1615,0,2884,2884
1616,0,2884,2884
1617,0,2884,2884
1618,64,2884,2948
1619,64,2884,2948
1620,64,2884,2948
1621,64,2884,2948
1622,0,2884,2884
1623,0,3076,3076
1624,0,3076,3076
1625,0,3076,3076
1626,64,3076,3140
1627,64,3076,3140
1628,64,3076,3140
1629,64,3076,3140
1630,0,3076,3076
1631,0,3268,3268
1632,0,3268,3268
1633,0,3268,3268
1634,64,3268,3332
1635,64,3268,3332
1636,64,3268,3332
1637,64,3268,3332
1638,0,3268,3268
1639,0,3460,3460
1640,0,3460,3460
1641,0,3460,3460
1642,64,3460,3524
1643,64,3460,3524
1644,64,3460,3524
1645,64,3460,3524
1646,0,3460,3460
1647,0,3652,3652
1648,0,3652,3652
1649,0,3652,3652
1650,64,3652,3716
1651,64,3652,3716
1652,64,3652,3716
1653,64,3652,3716
1654,0,3652,3652
1655,0,3844,3844
1656,0,3844,3844
1657,0,3844,3844
1658,64,3844,3908
1659,64,3844,3908
1660,64,3844,3908
1661,64,3844,3908
1662,0,3844,3844
1663,0,4036,4036
1664,0,4036,4036
1665,0,4036,4036
1666,0,3844,3844
1667,64,3844,3908
1668,64,3844,3908
1669,64,3844,3908
1670,64,3844,3908
1671,0,3844,3844
1672,0,4036,4036
1673,0,4036,4036
1674,0,4036,4036
1675,0,3844,3844
1676,64,3844,3908
1677,64,3844,3908
1678,64,3844,3908
1679,64,3844,3908
1680,0,3844,3844
1681,0,4036,4036
1682,0,4036,4036
1683,0,4036,4036
1684,0,3844,3844
1685,64,3844,3908
1686,64,3844,3908
1687,64,3844,3908
1688,64,3844,3908
1689,0,3844,3844
1690,0,4036,4036
1691,0,4036,4036
1692,0,4036,4036
1693,0,3844,3844
1694,0,4612,4612
1695,0,5380,5380
1696,0,5380,5380
1697,0,4612,4612
1698,0,4420,4420
1699,0,4228,4228
1700,0,4036,4036
1701,0,3844,3844
1702,0,4612,4612
1703,0,5380,5380
1704,0,5380,5380
1705,0,4612,4612
1706,0,4420,4420
1707,0,4228,4228
1708,0,4036,4036
1709,0,3844,3844
1710,0,4612,4612
1711,0,5380,5380
1712,0,5380,5380
1713,0,4612,4612
1714,0,4420,4420
1715,0,4228,4228
1716,0,4036,4036
1717,0,3844,3844
1718,0,4612,4612
1719,0,5380,5380
1720,0,5380,5380
1721,0,4612,4612
1722,0,4420,4420
1723,0,4228,4228
1724,0,4036,4036
1725,0,3844,3844
1726,144,3844,3988
1727,144,3844,3988
1728,288,3844,4132
1729,288,3844,4132
1730,432,3844,4276
1731,432,3844,4276
1732,576,3844,4420
1733,576,3844,4420
1734,720,3844,4564
1735,720,3844,4564
1736,864,3844,4708
1737,864,3844,4708
1738,1008,3844,4852
1739,1008,3844,4852
1740,1152,3844,4996
1741,1152,3844,4996
1742,1152,3844,4996
1743,1152,3844,4996
1744,1008,3844,4852
1745,1008,5380,6388
1746,1008,5380,6388
1747,1008,5380,6388
1748,1008,5380,6388
1749,1008,5380,6388
1750,864,5380,6244
1751,864,5764,6628
1752,864,5764,6628
1753,864,5764,6628
1754,864,4228,5092
1755,864,3460,4324
1756,864,3460,4324
1757,864,3460,4324
1758,720,3460,4180
1759,720,4996,5716
1760,720,4996,5716
1761,720,4996,5716
1762,720,4996,5716
1763,720,4996,5716
1764,576,4996,5572
1765,576,5380,5956
1766,576,5380,5956
1767,576,5380,5956
1768,576,3844,4420
1769,576,3076,3652
1770,576,3076,3652
1771,576,3076,3652
1772,432,3076,3508
1773,432,4612,5044
1774,432,4612,5044
1775,432,4612,5044
1776,432,4612,5044
1777,432,4612,5044
1778,288,4612,4900
1779,288,4996,5284
1780,288,4996,5284
1781,288,4996,5284
1782,288,3460,3748
1783,288,2692,2980
1784,288,2692,2980
1785,288,2692,2980
1786,144,2692,2836
1787,144,4228,4372
1788,144,4228,4372
1789,144,4228,4372
1790,144,3844,3988
1791,144,3844,3988
1792,144,3844,3988
1793,0,3844,3844
1794,0,4228,4228
1795,0,4228,4228
1796,0,4228,4228
1797,0,2692,2692
1798,0,1924,1924
1799,0,1540,1540
1800,144,1540,1684
1801,144,1540,1684
1802,288,1540,1828
1803,288,1540,1828
1804,432,1540,1972
1805,432,1540,1972
1806,576,1540,2116
1807,576,1540,2116
1808,720,1540,2260
1809,720,1540,2260
1810,864,1540,2404
1811,864,1540,2404
1812,1008,1540,2548
1813,1008,1540,2548
1814,1152,1540,2692
1815,1152,1540,2692
1816,1296,1540,2836
1817,1296,1540,2836
1818,1440,1540,2980
1819,1440,1540,2980
1820,1584,1540,3124
1821,1584,1540,3124
1822,1728,1540,3268
1823,1728,1540,3268
1824,1872,1540,3412
1825,1872,1540,3412
1826,2016,1540,3556
1827,2016,1540,3556
1828,2160,1540,3700
1829,2160,1540,3700
1830,2304,1540,3844
1831,2304,1540,3844
1832,2304,1540,3844
1833,2304,1540,3844
1834,2160,1540,3700
1835,2160,3076,5236
1836,2160,3076,5236
1837,2160,3076,5236
1838,2160,3076,5236
1839,2160,3076,5236
1840,2016,3076,5092
1841,2016,3076,5092
1842,2016,3076,5092
1843,2016,3076,5092
1844,2016,3076,5092
1845,1872,3076,4948
1846,1872,3076,4948
1847,1872,3076,4948
1848,1872,3076,4948
1849,1872,3076,4948
1850,1728,3076,4804
1851,1728,3460,5188
1852,1728,3460,5188
1853,1728,3460,5188
1854,1728,1924,3652
1855,1728,1924,3652
1856,1728,1924,3652
1857,1584,1924,3508
1858,1584,3460,5044
1859,1584,3460,5044
1860,1584,3460,5044
1861,1584,3460,5044
1862,1584,3460,5044
1863,1440,3460,4900
1864,1440,3460,4900
1865,1440,3460,4900
1866,1440,3460,4900
1867,1440,3460,4900
1868,1296,3460,4756
1869,1296,3460,4756
1870,1296,3460,4756
1871,1296,3460,4756
1872,1296,3460,4756
1873,1152,3460,4612
1874,1152,3844,4996
1875,1152,3844,4996
1876,1152,3844,4996
1877,1152,2308,3460
1878,1152,2308,3460
1879,1152,2308,3460
1880,1008,2308,3316
1881,1008,3844,4852
1882,1008,3844,4852
1883,1008,3844,4852
1884,1008,3844,4852
1885,1008,3844,4852
1886,864,3844,4708
1887,864,3844,4708
1888,864,3844,4708
1889,864,3844,4708
1890,864,3844,4708
1891,720,3844,4564
1892,720,3844,4564
1893,720,3844,4564
1894,720,3844,4564
1895,720,3844,4564
1896,576,3844,4420
1897,576,4228,4804
1898,576,4228,4804
1899,576,4228,4804
1900,576,2692,3268
1901,576,2692,3268
1902,576,2692,3268
1903,432,2692,3124
1904,432,4228,4660
1905,432,4228,4660
1906,432,4228,4660
1907,432,3844,4276
1908,432,3844,4276
1909,432,3844,4276
1910,288,3844,4132
1911,288,3844,4132
1912,288,3844,4132
1913,288,3460,3748
1914,288,3460,3748
1915,288,3460,3748
1916,144,3460,3604
1917,144,3460,3604
1918,144,3460,3604
1919,144,3076,3220
1920,144,3076,3220
1921,144,3076,3220
1922,0,3076,3076
1923,0,3460,3460
1924,0,3460,3460
1925,0,3460,3460
1926,0,1924,1924
1927,0,1540,1540
1928,144,1540,1684
1929,144,1540,1684
1930,288,1540,1828
1931,288,1540,1828
1932,432,1540,1972
1933,432,1540,1972
1934,576,1540,2116
1935,576,1540,2116
1936,720,1540,2260
1937,720,1540,2260
1938,864,1540,2404
1939,864,1540,2404
1940,1008,1540,2548
1941,1008,1540,2548
1942,1152,1540,2692
1943,1152,1540,2692
1944,1296,1540,2836
1945,1296,1540,2836
1946,1440,1540,2980
1947,1440,1540,2980
1948,1584,1540,3124
1949,1584,1540,3124
1950,1728,1540,3268
1951,1728,1540,3268
1952,1872,1540,3412
1953,1872,1540,3412
1954,2016,1540,3556
1955,2016,1540,3556
1956,2160,1540,3700
1957,2160,1540,3700
1958,2304,1540,3844
1959,2304,1540,3844
1960,2304,1540,3844
1961,2304,1540,3844
1962,2160,1540,3700
1963,2160,3076,5236
1964,2160,3076,5236
1965,2160,3076,5236
1966,2160,3076,5236
1967,2160,3076,5236
1968,2016,3076,5092
1969,2016,3076,5092
1970,2016,3076,5092
1971,2016,3076,5092
1972,2016,3076,5092
1973,1872,3076,4948
1974,1872,3076,4948
1975,1872,3076,4948
1976,1872,3076,4948
1977,1872,3076,4948
1978,1728,3076,4804
1979,1728,3460,5188
1980,1728,3460,5188
1981,1728,3460,5188
1982,1728,1924,3652
1983,1728,1923,3651
1984,1728,1923,3651
1985,1728,1923,3651
1986,1584,1923,3507
1987,1584,3459,5043
1988,1584,3459,5043
1989,1584,3459,5043
1990,1584,3459,5043
1991,1584,3459,5043
1992,1440,3459,4899
1993,1440,3459,4899
1994,1440,3459,4899
1995,1440,3459,4899
1996,1440,3459,4899
1997,1296,3459,4755
1998,1296,3459,4755
1999,1296,3459,4755
2000,1296,3459,4755
2001,1296,3459,4755
2002,1152,3459,4611
2003,1152,3843,4995
2004,1152,3843,4995
2005,1152,3843,4995
2006,1152,2307,3459
2007,1152,2306,3458
2008,1152,2306,3458
2009,1152,2306,3458
2010,1008,2306,3314
2011,1008,3842,4850
2012,1008,3842,4850
2013,1008,3842,4850
2014,1008,3842,4850
2015,1008,3842,4850
2016,864,3842,4706
2017,864,3842,4706
2018,864,3842,4706
2019,864,3842,4706
2020,864,3842,4706
2021,720,3842,4562
2022,720,3842,4562
2023,720,3842,4562
2024,720,3842,4562
2025,720,3842,4562
2026,576,3842,4418
2027,576,4226,4802
2028,576,4226,4802
2029,576,4226,4802
2030,576,2690,3266
2031,576,2689,3265
2032,576,2689,3265
2033,576,2689,3265
2034,432,2689,3121
2035,432,4225,4657
2036,432,4225,4657
2037,432,4225,4657
2038,432,3841,4273
2039,432,3841,4273
2040,432,3841,4273
2041,288,3841,4129
2042,288,3841,4129
2043,288,3841,4129
2044,288,3457,3745
2045,288,3457,3745
2046,288,3457,3745
2047,144,3457,3601
2048,144,3457,3601
2049,144,3457,3601
2050,144,3073,3217
2051,144,3073,3217
2052,144,3073,3217
2053,0,3073,3073
2054,0,3457,3457
2055,0,3457,3457
2056,0,3457,3457
2057,0,1921,1921
2058,0,1537,1537
2059,0,1536,1536
2060,144,1536,1680
2061,144,1536,1680
2062,288,1536,1824
2063,288,1536,1824
2064,432,1536,1968
2065,432,1536,1968
2066,576,1536,2112
2067,576,1536,2112
2068,720,1536,2256
2069,720,1536,2256
2070,864,1536,2400
2071,864,1536,2400
2072,1008,1536,2544
2073,1008,1536,2544
2074,1152,1536,2688
2075,1152,1536,2688
2076,1296,1536,2832
2077,1296,1536,2832
2078,1440,1536,2976
2079,1440,1536,2976
2080,1584,1536,3120
2081,1584,1536,3120
2082,1728,1536,3264
2083,1728,1536,3264
2084,1872,1536,3408
2085,1872,1536,3408
2086,2016,1536,3552
2087,2016,1536,3552
2088,2160,1536,3696
2089,2160,1536,3696
2090,2304,1536,3840
2091,2304,1536,3840
2092,2304,1536,3840
2093,2304,1536,3840
2094,2160,1536,3696
2095,2160,3072,5232
2096,2160,3072,5232
2097,2160,3072,5232
2098,2160,3072,5232
2099,2160,3072,5232
2100,2016,3072,5088
2101,2016,3072,5088
2102,2016,3072,5088
2103,2016,3072,5088
2104,2016,3072,5088
2105,1872,3072,4944
2106,1872,3072,4944
2107,1872,3072,4944
2108,1872,3072,4944
2109,1872,3072,4944
2110,1728,3072,4800
2111,1728,3840,5568
2112,1728,3840,5568
2113,1728,3840,5568
2114,1728,2304,4032
2115,1728,2304,4032
2116,1728,2304,4032
2117,1584,2304,3888
2118,1584,3840,5424
2119,1584,3840,5424
2120,1584,3840,5424
2121,1584,3840,5424
2122,1584,3840,5424
2123,1440,3840,5280
2124,1440,3840,5280
2125,1440,3840,5280
2126,1440,3840,5280
2127,1440,3840,5280
2128,1296,3840,5136
2129,1296,3840,5136
2130,1296,3840,5136
2131,1296,3840,5136
2132,1296,3840,5136
2133,1152,3840,4992
2134,1152,4608,5760
2135,1152,4608,5760
2136,1152,4608,5760
2137,1152,3072,4224
2138,1152,3072,4224
2139,1152,3072,4224
2140,1008,3072,4080
2141,1008,4608,5616
2142,1008,4608,5616
2143,1008,4608,5616
2144,1008,4608,5616
2145,1008,4608,5616
2146,864,4608,5472
2147,864,4608,5472
2148,864,4608,5472
2149,864,4608,5472
2150,864,4608,5472
2151,720,4608,5328
2152,720,4608,5328
2153,720,4608,5328
2154,720,4608,5328
2155,720,4608,5328
2156,576,4608,5184
2157,576,5376,5952
2158,576,5376,5952
2159,576,5376,5952
2160,576,3840,4416
2161,576,3840,4416
2162,576,3840,4416
2163,432,3840,4272
2164,432,5376,5808
2165,432,5376,5808
2166,432,5376,5808
2167,432,4992,5424
2168,432,4992,5424
2169,432,4992,5424
2170,288,4992,5280
2171,288,4992,5280
2172,288,4992,5280
2173,288,4608,4896
2174,288,4608,4896
2175,288,4608,4896
2176,144,4608,4752
2177,144,4608,4752
2178,144,4608,4752
2179,144,4224,4368
2180,144,4224,4368
2181,144,4224,4368
2182,0,4224,4224
2183,0,4992,4992
2184,0,4992,4992
2185,0,4992,4992
2186,0,3456,3456
2187,0,3072,3072
2188,144,3072,3216
2189,144,3072,3216
2190,288,3072,3360
2191,288,3072,3360
2192,432,3072,3504
2193,432,3072,3504
2194,576,3072,3648
2195,576,3072,3648
2196,720,3072,3792
2197,720,3072,3792
2198,864,3072,3936
2199,864,3072,3936
2200,1008,3072,4080
2201,1008,3072,4080
2202,1152,3072,4224
2203,1152,3072,4224
2204,1296,3072,4368
2205,1296,3072,4368
2206,1440,3072,4512
2207,1440,3072,4512
2208,1584,3072,4656
2209,1584,3072,4656
2210,1728,3072,4800
2211,1728,3072,4800
2212,1872,3072,4944
2213,1872,3072,4944
2214,2016,3072,5088
2215,2016,3072,5088
2216,2160,3072,5232
2217,2160,3072,5232
2218,2304,3072,5376
2219,2304,3072,5376
2220,2304,3072,5376
2221,2304,3072,5376
2222,2160,3072,5232
2223,2160,4608,6768
2224,2160,4608,6768
2225,2160,4608,6768
2226,2160,4608,6768
2227,2160,4608,6768
2228,2016,4608,6624
2229,2016,4608,6624
2230,2016,4608,6624
2231,2016,4608,6624
2232,2016,4608,6624
2233,1872,4608,6480
2234,1872,4608,6480
2235,1872,4608,6480
2236,1872,4608,6480
2237,1872,4608,6480
2238,1728,4608,6336
2239,1728,5376,7104
2240,1728,5376,7104
2241,1728,5376,7104
2242,1728,3840,5568
2243,1728,3840,5568
2244,1728,3840,5568
2245,1584,3840,5424
2246,1584,5376,6960
2247,1584,5376,6960
2248,1584,5376,6960
2249,1584,5376,6960
2250,1584,5376,6960
2251,1440,5376,6816
2252,1440,5376,6816
2253,1440,5376,6816
2254,1440,5376,6816
2255,1440,5376,6816
2256,1296,5376,6672
2257,1296,5376,6672
2258,1296,5376,6672
2259,1296,5376,6672
2260,1296,5376,6672
2261,1152,5376,6528
2262,1152,6144,7296
2263,1152,6144,7296
2264,1152,6144,7296
2265,1152,4608,5760
2266,1152,4608,5760
2267,1152,4608,5760
2268,1008,4608,5616
2269,1008,6144,7152
2270,1008,6144,7152
2271,1008,6144,7152
2272,1008,6144,7152
2273,1008,6144,7152
2274,864,6144,7008
2275,864,6144,7008
2276,864,6144,7008
2277,864,6144,7008
2278,864,6144,7008
2279,720,6144,6864
2280,720,6144,6864
2281,720,6144,6864
2282,720,6144,6864
2283,720,6144,6864
2284,576,6144,6720
2285,576,6912,7488
2286,576,6912,7488
2287,576,6912,7488
2288,576,5376,5952
2289,576,5376,5952
2290,576,5376,5952
2291,432,5376,5808
2292,432,6912,7344
2293,432,6912,7344
2294,432,6912,7344
2295,432,6144,6576
2296,432,6144,6576
2297,432,6144,6576
2298,288,6144,6432
2299,288,6144,6432
2300,288,6144,6432
2301,288,5376,5664
2302,288,5376,5664
2303,288,5376,5664
2304,144,5376,5520
2305,144,5376,5520
2306,144,5376,5520
2307,144,4608,4752
2308,144,4608,4752
2309,144,4608,4752
2310,0,4608,4608
2311,0,5376,5376
2312,0,5376,5376
2313,0,5376,5376
2314,0,3840,3840
2315,0,3072,3072
2316,144,3072,3216
2317,144,3072,3216
2318,288,3072,3360
2319,288,3072,3360
2320,432,3072,3504
2321,432,3072,3504
2322,576,3072,3648
2323,576,3072,3648
2324,720,3072,3792
2325,720,3072,3792
2326,864,3072,3936
2327,864,3072,3936
2328,1008,3072,4080
2329,1008,3072,4080
2330,1152,3072,4224
2331,1152,3072,4224
2332,1296,3072,4368
2333,1296,3072,4368
2334,1440,3072,4512
2335,1440,3072,4512
2336,1584,3072,4656
2337,1584,3072,4656
2338,1728,3072,4800
2339,1728,3072,4800
2340,1872,3072,4944
2341,1872,3072,4944
2342,2016,3072,5088
2343,2016,3072,5088
2344,2160,3072,5232
2345,2160,3072,5232
2346,2304,3072,5376
2347,2304,3072,5376
2348,2304,3072,5376
2349,2304,3072,5376
2350,2160,3072,5232
2351,2160,4608,6768
2352,2160,4608,6768
2353,2160,4608,6768
2354,2160,4608,6768
2355,2160,4608,6768
2356,2016,4608,6624
2357,2016,4608,6624
2358,2016,4608,6624
2359,2016,4608,6624
2360,2016,4608,6624
2361,1872,4608,6480
2362,1872,4608,6480
2363,1872,4608,6480
2364,1872,4608,6480
2365,1872,4608,6480
2366,1728,4608,6336
2367,1728,5376,7104
2368,1728,5376,7104
2369,1728,5376,7104
2370,1728,3840,5568
2371,1728,3840,5568
2372,1728,3840,5568
2373,1584,3840,5424
2374,1584,5376,6960
2375,1584,5376,6960
2376,1584,5376,6960
2377,1584,5376,6960
2378,1584,5376,6960
2379,1440,5376,6816
2380,1440,5376,6816
2381,1440,5376,6816
2382,1440,5376,6816
2383,1440,5376,6816
2384,1296,5376,6672
2385,1296,5376,6672
2386,1296,5376,6672
2387,1296,5376,6672
2388,1296,5376,6672
2389,1152,5376,6528
2390,1152,6144,7296
2391,1152,6144,7296
2392,1152,6144,7296
2393,1152,4608,5760
2394,1152,4608,5760
2395,1152,4608,5760
2396,1008,4608,5616
2397,1008,6144,7152
2398,1008,6144,7152
2399,1008,6144,7152
2400,1008,6144,7152
2401,1008,6144,7152
2402,864,6144,7008
2403,864,6144,7008
2404,864,6144,7008
2405,864,6144,7008
2406,864,6144,7008
2407,720,6144,6864
2408,720,6144,6864
2409,720,6144,6864
2410,720,6144,6864
2411,720,6144,6864
2412,576,6144,6720
2413,576,6912,7488
2414,576,6912,7488
2415,576,6912,7488
2416,576,5376,5952
2417,576,5376,5952
2418,576,5376,5952
2419,432,5376,5808
2420,432,6912,7344
2421,432,6912,7344
2422,432,6912,7344
2423,432,6144,6576
2424,432,6144,6576
2425,432,6144,6576
2426,288,6144,6432
2427,288,6144,6432
2428,288,6144,6432
2429,288,5376,5664
2430,288,5376,5664
2431,288,5376,5664
2432,144,5376,5520
2433,144,5376,5520
2434,144,5376,5520
2435,144,4608,4752
2436,144,4608,4752
2437,144,4608,4752
2438,0,4608,4608
2439,0,5376,5376
2440,0,5376,5376
2441,0,5376,5376
2442,0,3840,3840
2443,0,3072,3072
2444,144,3072,3216
2445,144,3072,3216
2446,288,3072,3360
2447,288,3072,3360
2448,432,3072,3504
2449,432,3072,3504
2450,576,3072,3648
2451,576,3072,3648
2452,720,3072,3792
2453,720,3072,3792
2454,864,3072,3936
2455,864,3072,3936
2456,1008,3072,4080
2457,1008,3072,4080
2458,1152,3072,4224
2459,1152,3072,4224
2460,1296,3072,4368
2461,1296,3072,4368
2462,1440,3072,4512
2463,1440,3072,4512
2464,1584,3072,4656
2465,1584,3072,4656
2466,1728,3072,4800
2467,1728,3072,4800
2468,1872,3072,4944
2469,1872,3072,4944
2470,2016,3072,5088
2471,2016,3072,5088
2472,2160,3072,5232
2473,2160,3072,5232
2474,2304,3072,5376
2475,2304,3072,5376
2476,2304,3072,5376
2477,2304,3072,5376
2478,2160,3072,5232
2479,2160,4608,6768
2480,2160,4608,6768
2481,2160,4608,6768
2482,2160,4608,6768
2483,2160,4608,6768
2484,2016,4608,6624
2485,2016,4608,6624
2486,2016,4608,6624
2487,2016,4608,6624
2488,2016,4608,6624
2489,1872,4608,6480
2490,1872,4608,6480
2491,1872,4608,6480
2492,1872,4608,6480
2493,1872,4608,6480
2494,1728,4608,6336
2495,1728,5376,7104
2496,1728,5376,7104
2497,1728,5376,7104
2498,1728,3840,5568
2499,1728,3840,5568
2500,1728,3840,5568
2501,1584,3840,5424
2502,1584,5376,6960
2503,1584,5376,6960
2504,1584,5376,6960
2505,1584,5376,6960
2506,1584,5376,6960
2507,1440,5376,6816
2508,1440,5376,6816
2509,1440,5376,6816
2510,1440,5376,6816
2511,1440,5376,6816
2512,1296,5376,6672
2513,1296,5376,6672
2514,1296,5376,6672
2515,1296,5376,6672
2516,1296,5376,6672
2517,1152,5376,6528
2518,1152,6144,7296
2519,1152,6144,7296
2520,1152,6144,7296
2521,1152,4608,5760
2522,1152,4608,5760
2523,1152,4608,5760
2524,1008,4608,5616
2525,1008,6144,7152
2526,1008,6144,7152
2527,1008,6144,7152
2528,1008,6144,7152
2529,1008,6144,7152
2530,864,6144,7008
2531,864,6144,7008
2532,864,6144,7008
2533,864,6144,7008
2534,864,6144,7008
2535,720,6144,6864
2536,720,6144,6864
2537,720,6144,6864
2538,720,6144,6864
2539,720,6144,6864
2540,576,6144,6720
2541,576,6912,7488
2542,576,6912,7488
2543,576,6912,7488
2544,576,5376,5952
2545,576,5376,5952
2546,576,5376,5952
2547,432,5376,5808
2548,432,6912,7344
2549,432,6912,7344
2550,432,6912,7344
2551,432,6144,6576
2552,432,6144,6576
2553,432,6144,6576
2554,288,6144,6432
2555,288,6144,6432
2556,288,6144,6432
2557,288,5376,5664
2558,288,5376,5664
2559,288,5376,5664
2560,144,5376,5520
2561,144,5376,5520
2562,144,5376,5520
2563,144,4608,4752
2564,144,4608,4752
2565,144,4608,4752
2566,0,4608,4608
2567,0,5376,5376
2568,0,5376,5376
2569,0,5376,5376
2570,0,3840,3840
2571,0,3072,3072
2572,0,3072,3072
2573,0,2304,2304
2574,0,2304,2304
2575,0,1536,1536
2576,0,1536,1536
2577,0,768,768
2578,0,768,768
2579,0,0,0
